Intuitive Human Interfaces for Organizing and Accessing Intellectual Assets,4,50
Advances in Plan-Based Control of Robotic Agents,9,352
High-Speed Networking for Multimedia Applications,7,164
Algorithms for Optimization with Incomplete Information,10,661
Data Structures,2,25
Online Algorithms,14,1135
Numerical Software with Result Verification,9,299
Algebraic and Numerical Algorithms and Computer-assisted Proofs,1,27
Dagstuhl Seminar on Parallelization in Inference Systems,7,224
Digital and Image Geometry,10,324
Computing and Markets,9,389
Dagstuhl Seminar on Distributed Systems,8,797
Social Thinking - Software Practice,10,260
Integration von Umweltdaten,3,21
Sensor Based Intelligent Robots,9,293
Object Orientation with Parallelism and Persistence,4,267
Lectures on Proof Verification and Approximation Algorithms,2,11
Semantic Grid,4,166
"Probabilistic, Logical and Relational Learning",5,318
Architecture and Protocols for High-Speed Networks,4,54
Code Generation for Embedded Processors,10,462
Transactions and Change in Logic Databases,9,213
Inconsistency Tolerance,7,278
Visualisierung von Umweltdaten,2,23
Efficient Text Entry,1,8
Logics for Emerging Applications of Databases,7,305
Complexity Theory: Current Research,5,234
Service Management and Self-Organization in IP-based Networks,4,76
Code Generation,10,413
Power-aware Computing Systems,2,14
Deduction and Applications,2,14
Operating Systems of the 90s and Beyond,7,283
Experimental Algorithmics,9,190
Embodied Artificial Intelligence,15,592
Graph Transformations and Process Algebras for Modeling Distributed and Mobile Systems,1,17
Mobile Computing and Ambient Intelligence,5,49
Preferences,4,372
Multi-Version Program Analysis,0,0
Software Visualization,14,1002
Performance Evaluation,10,630
Network Analysis,6,492
Tools and Techniques for Social Science Simulation,5,124
Language Based Security,0,0
Scientific Visualization,1,1
Component-Base Modeling and Simulation,1,2
Data Visualization: The State of the Art,6,144
Drawing Graphs,7,282
Domain-Specific Program Generation,11,387
Algorithmic Aspects of Large and Complex Networks,5,171
Model-Based Testing of Reactive Systems,8,209
Graph Drawing,11,562
Design of Systems with Predictable Behaviour,3,84
"Temporal Databases, Dagstuhl",9,964
"Scenarios: Models, Transformations and Tools",8,346
Theory of Evolutionary Algorithms,4,113
Language Engineering for Model-Driven Software Development,7,307
State-of-the-Art in Content-Based Image and Video Retrieval,7,142
Managing and Mining Genome Information,0,0
Dagstuhl Seminar on Partial Evaluation,16,848
Computational Proteomics,1,7
Informatik und Philisophie,4,36
"Objects, Agents, and Features",5,89
Mobile Information Management,1,2
Belief Change in Rational Agents,4,72
Local Pattern Detection,7,91
Logics for Databases and Information Systems,9,820
CAD Tools and Algorithms for Product Design,4,35
Practical Approaches to Multi-Objective Optimization,5,92
Algorithms for Memory Hierarchies,7,212
Frauen in Mathematik und Informatik,2,15
"Nonmonotonic Reasoning, Answer Set Programming and Constraints",3,43
Perspectives of Model-Based Testing,3,29
Spinning the Semantic Web,11,1231
Graphics and Robotics,5,78
Disruption Tolerant Networking,1,23
Principles and Practices of Semantic Web Reasoning,2,40
Algebraic Methods in Computational Complexity,3,41
Informatics,11,677
Foundations of Global Computing,3,22
Social Science Microsimulation,9,270
"Mathematics, Algorithms, Proofs",6,106
Transformation Techniques in Software Engineering,5,146
Service Oriented Computing,3,306
Perspektiven der Informatik,4,134
"Algebra, Geometry, and Software Systems",7,167
Algorithms and Complexity for Continuous Problems,4,45
SYNCHRON,3,48
Exact Algorithms and Fixed-Parameter Tractability,0,0
Focus on Scientific Visualization,7,238
Simulation & Scheduling,0,0
Peer-to-Peer Mobile Ad Hoc Networks,1,34
Empirical Theory and the Science of Software Engineering,0,0
Synthesis and Planning,1,5
Real Computation and Complexity,0,0
Content-Based Retrieval,4,80
Foundations of Semistructured Data,3,47
Architecting Systems with Trustworthy Components,6,191
Event Processing,5,52
Algorithms for Sensor and Ad Hoc Networks,3,21
End-User Software Engineering,4,37
MMOSS,2,128
Human-Centered Visualization Environments,7,161
Web Information Retrieval and Linear Algebra Algorithms,5,75
Empirical Software Engineering Issues,6,128
"Constraint Databases, Geometric Elimination and Geographic Information Systems",1,1
Normative Multi-agent Systems,13,649
Kolmogorov Complexity and Applications,4,174
"Exact, Approximative, Robust and Certifying Algorithms on Particular Graph Classes",0,0
Fair Division,5,67
Parallel Universes and Local Patterns,3,21
Trustworthy Software,5,91
"Assisted Living Systems - Models, Architectures and Engineering Approaches",4,35
"Probabilistic, Logical and Relational Learning - A Further Synthesis",4,131
Formal Models of Belief Change in Rational Agents,4,96
Numerical Validation in Current Hardware Architectures,8,145
Numerical Methods for Structured Markov Chains,5,45
Computational Social Systems and the Internet,7,258
The Role of Business Processes in Service Oriented Architectures,7,384
Challenges in Symbolic Computation Software,6,65
Combinatorial and Algorithmic Foundations of Pattern and Association Discovery,3,17
Symmetric Cryptography,4,78
Digital Historical Corpora,4,60
Negotiation and Market Engineering,6,104
Complexity of Constraints,10,205
Aspects For Legacy Applications,3,112
"Duplication, Redundancy, and Similarity in Software",8,217
Ontologies and Text Mining for Life Sciences,2,18
Frontiers of Electronic Voting,5,59
Scalable Data Management in Evolving Networks,1,4
Simulation and Verification of Dynamic Systems,3,32
Dynamically Reconfigurable Architectures,3,23
Complexity of Boolean Functions,8,194
Spatial Cognition: Specialization and Integration,2,19
Robot Navigation,2,17
Reliable Implementation of Real Number Algorithms,8,288
Scheduling,1,1
Beyond Program Slicing,3,13
Multiobjective Optimization,11,310
Deduction and Decision Procedures,2,6
Programming Paradigms for the Web: Web Programming and Web Services,0,0
Cryptography,0,0
Similarity-based Clustering and its Application to Medicine and Biology,2,8
Organic Computing - Controlled Emergence,2,33
Quantitative Aspects of Embedded Systems,1,3
"Information Visualization - Human-Centered Issues in Visual Representation, Interaction, and Evaluation",0,0
Recurrent Neural Networks,1,5
Evaluating Embodied Conversational Agents,1,2
Peer-to-Peer-Systems and -Applications,1,93
Runtime Verification,1,7
Algorithmic-Logical Theory of Infinite Structures,2,10
Probabilistic Methods in the Design and Analysis of Algorithms,2,60
Computational Issues in Social Choice,0,0
"Structure Theory and FPT Algorithmics for Graphs, Digraphs and Hypergraphs",3,22
Formal Protocol Verification Applied,1,91
"Types, Logics and Semantics for State",1,29
Code Instrumentation and Modeling for Parallel Performance Analysis,0,0
"Circuits, Logic, and Games",2,37
"Computational Structures for Modelling Space, Time and Causality",1,31
From Security to Dependability,1,3
Software Verification: Infinite-State Model Checking and Static Program Analysis,3,160
Programming Models for Ubiquitous Parallelism,0,0
Autonomous and Adaptive Web Services,4,27
"Tools for the Model-based Development of Certifiable, Dependable Systems",0,0
Model-Based Engineering of Embedded Real-Time Systems,4,42
Geometry in Sensor Networks,1,22
Foundations and Practice of Programming Multi-Agent Systems,1,1
Dependability Metrics,4,51
"Cutting, Packing, Layout and Space Allocation",0,0
Cache-Oblivious and Cache-Aware Algorithms,1,100
Equilibrium Computation,2,54
Network Attack Detection and Defense,2,7
"Mobility, Ubiquity and Security",0,0
Computing Media and Languages for Space-Oriented Computation,3,14
Form and Content in Sensor Networks,0,0
Software Engineering for Self-Adaptive Systems,10,1151
Rigorous Methods for Software Construction and Analysis,5,103
Atomicity: A Unifying Concept in Computer Science,1,2
"Spatial Data: mining, processing and communicating",0,0
Telecommunication Economics,1,4
CoCoME,8,177
Geometric Networks and Metric Space Embeddings,2,12
Computer Science in Sport,0,0
XQuery Implementation Paradigms,1,3
Naming and Addressing for Next-Generation Internetworks,0,0
Visual Computing - Convergence of Computer Graphics and Computer Vision,1,5
Sensor Data and Information Fusion in Computer Vision and Medicine,0,0
Directed Model Checking,1,1
"Data Always and Everywhere - Management of Mobile, Ubiquitous, Pervasive, and Sensor Data",1,36
Sublinear Algorithms,3,63
Anonymous Communication and its Applications,1,6
Scheduling for Parallel Architectures,0,0
Wireless Sensor Networks and Applications,18,3246
"Negotiation, Auctions, and Market Engineering",7,106
DAI,11,693
DAIS,12,398
DAISD,8,255
DALT,10,321
DAMAS,5,60
DaMoN,12,393
DANCE,18,2169
DANTE,12,497
DAPSYS,5,112
Designing Augmented Reality Environments,13,1062
DARS,19,1738
Document Analysis Systems,13,896
DASC,9,459
DASFAA,24,2932
DATE,34,10074
DATE Designers' Forum,14,585
ED&TC,25,2015
Datenschutz und Datensicherung,3,29
DATESO,4,58
DaWaK,13,672
Formal Methods in Databases and Software Engineering,4,36
On Knowledge Base Management Systems (Islamorada),14,891
PRISMA Workshop,6,112
Datenbanken in Rechnernetzen mit Kleinrechnern,2,6
Data Types and Persistence (Appin),12,331
Foundations of Knowledge Base Management (Xania),7,1787
Non-Standard Datenbanken für Anwendungen der Graphischen Datenverarbeitung,1,3
On Conceptual Modelling (Intervale),12,1847
Data Base Design Techniques I,7,248
Pictorial Information Systems,8,187
Natural Language Communication with Computers,6,516
Data Base Design Techniques II,3,60
Databases and Applications,9,421
DBISP2P,16,683
Advanced Database Machine Architecture,9,309
Database Machine Performance,2,23
DBPL,18,832
DBSec,12,559
Datenbanktechnologie,2,11
Databases in Telecommunications,7,156
Workshop on Database Issues for Data Visualization,11,339
Dublin Core Conference,11,529
Data Compression Conference,40,5635
DCC,15,1274
DCE Workshop,6,116
ICEIS Doctoral Consortium,2,86
DCOSS,17,1135
Data Communication Networks and their Performance,7,166
Data Communications and their Performance,8,142
Workshop on Digital and Computational Video,6,129
DCW,11,372
DDB,10,660
DDECS,9,702
DDEP/PODDP,5,194
DDoPS,1,2
DDSS,7,346
DEBS,19,1217
"Workshop on Deductive Databases, JICSLP",7,307
DDLP,7,137
"Workshop on Programming with Logic Databases (Book), ILPS",6,159
"Workshop on Programming with Logic Databases (Informal Proceedings), ILPS",8,366
Workshop on Deductive Databases,3,79
Workshop on Deductive Databases and Logic Programming,4,53
Deductive Databases / Abduction in Deductive Databases,3,23
DEEC,8,153
DEECS,8,158
DEFORM/AVATARS,7,232
DeLFI,7,212
DELOS Workshop: Digital Library Architectures,7,164
"DELOS Workshop: Information Seeking, Searching and Querying in Digital Libraries",8,254
DELOS Workshop: Digital Library Architectures - LNCS Volume,6,135
DELOS Workshop: Personalisation and Recommender Systems in Digital Libraries,11,588
DELOS Conference,8,253
DELTA,12,828
Digital Earth Moving,3,34
DEON,10,328
DepCoS-RELCOMEX,11,552
DEXA,22,2507
DEXA Workshops,13,909
DEXA Workshop,40,7910
SoftSpez Final Report,9,297
Rechner- und sensorgestützte Chirurgie,4,28
Data Structures and Efficient Algorithms,8,241
Petri Net Technology for Communication-Based Systems,10,473
Parallel Computer Architectures,6,104
Experiences with Distributed Systems,5,105
Visualization of Large and Unstructured Data Sets,2,10
Socionics,6,94
DFMA,12,527
DFN-Arbeitstagung über Kommunikationsnetze,6,265
DFN Arbeitstagung über Kommunikationsnetze,3,19
DFN-Forum Kommunikationstechnologien,3,23
DFRWS,8,199
DFT,10,491
Parallel Computing in Science and Engineering,4,43
DGCI,7,233
DG.O,12,516
Diagrams,8,293
DIAL,19,1078
DIAL-M,24,5987
DIALM-POMC,6,129
Mensch-Maschine-Dialog,1,5
Workshop on Design Issues in Anonymity and Unobservability,9,4592
DICTA,11,813
Digital Cities,11,667
Community Computing and Support Systems,12,516
DIGRA Conf.,24,2408
CGDC Conf.,10,551
DILS,9,258
Digital Identity Management,10,588
Algorithmic and Quantitative Aspects of Real Algebraic Geometry in Mathematics and Computer Science,6,299
Descriptive Complexity and Finite Models,6,495
DIMVA,7,178
Digital Image Processing Systems,4,45
Discovery Science,9,387
Computational Discovery of Scientific Knowledge,4,56
DISCEX (2),12,564
DISCEX (1),18,1671
Analysis and Visualization Tools for Constraint Programming,9,293
DISCO,16,776
DIWeb,10,354
WOWS,6,232
Digital Libraries,15,1262
ACM DL,48,8024
DL,14,969
Description Logics,18,1328
Description Logic Handbook,12,8223
Developments in Language Theory,14,720
DM-CCG,8,201
DMCS,7,130
DMDW,24,1602
DMG,6,114
DMIN,11,618
DMKD,21,2697
ACM SIGMOD Workshop on Research Issues in Data Mining and Knowledge Discovery,9,1316
1999 ACM SIGMOD Workshop on Research Issues in Data Mining and Knowledge Discovery,8,185
DMTCS,9,277
DNA Computing,11,401
DNA,9,391
DNIS,5,109
DOA,21,1490
ACM Symposium on Document Engineering,13,769
DOLAP,10,366
DOOD,24,2036
KDOOD/TDOOD,3,147
Data Processing Clinic,6,397
DPDS,17,915
DPPI,15,764
Digital Rights Management,11,420
DRMTICS,5,88
Applications of Uncertainty Formalisms,10,335
DRW,8,173
DS-5,11,667
DS-6,12,389
DS-3,7,153
IFIP TC-2 Working Conference on Data Base Architecture,5,61
DS-7,7,380
IFIP Working Conference Data Base Management,9,948
IFIP TC-2 Special Working Conference on Data Base Description,6,116
DS-9,10,271
DS-8,8,837
DS-4,11,466
DS-2,7,171
IFIP Working Conference on Modelling in Data Base Management Systems,10,1032
DS-1,9,151
DSD,13,1226
Cooperative Environments for Distributed Systems Engineering,2,13
DSL,6,163
Deterministic and Statistical Methods in Machine Learning,8,226
DSN,24,2539
DSOM,16,843
Progress in Discovery Science,8,187
DS-RT,10,498
DIS-RT,11,425
DSSCV,6,122
DSV-IS,15,615
DSV-IS (2),3,40
Dynamo,6,238
E4MAS,20,1293
e-Science,0,0
eScience,20,1912
EACL,19,1579
EACL (Demos),6,101
EACL (Student Research Workshop),5,59
European Across Grids Conference,20,1904
EAI,5,122
EAIA,3,29
EAMT Workshop,5,163
EASSS,14,1062
Evolution and Biocomputation,7,338
"Analyse dynamischer Systeme in Medizin, Biologie und Ökologie",3,49
Innovationen im E-Business,3,46
Modelle im E-Business,3,71
Electronic Commerce,3,127
E-Commerce Agents,10,537
ECAI,21,2480
AISB (ECAI),6,285
ECAI Workshop on Dialogue Processing in Spoken Language Systems,9,313
AISB/GI (ECAI),7,183
ECAI Workshop on Ontology Learning,8,728
ECAI Workshop on Knowledge Representation and Reasoning,9,324
ECAI Workshop LDAIS / ICMAS Workshop LIOME,11,331
ECAI Workshop on Application of Semantic Web Technologies to Web Communities,5,165
Truth Maintenance Systems (ECAI Workshop),7,168
RuleApps,2,20
PAN,5,91
"ECAI Workshop on Agent Theories, Architectures, and Languages",16,2995
Balancing Reactivity and Social Deliberation in Multi-Agent Systems,8,314
Local Search for Planning and Scheduling,4,80
ECAL,22,2590
ECBS,14,806
ECCB,19,820
ECCB/JBI,22,1474
"Error Control, Cryptology, and Speech Compression",5,64
ECCV,53,12433
ECCV (4),31,3123
ECCV (3),26,2515
ECCV (1),32,3700
ECCV (2),30,3037
Object Representation in Computer Vision,13,652
ECCV Workshop on HCI,12,441
ECCV Workshops CVAMIA and MMBIA,9,558
ECCV Workshop BioAW,11,659
ECCV Workshop SMVP,10,230
CVAMIA,7,182
Biometric Authentication,11,447
WDV,10,303
ECEG,4,102
ECHT,42,4900
ECI,7,1486
ECIR,22,1995
BCS-IRSG Annual Colloquium on IR Research,12,411
ECIS,17,2267
ECIW,4,54
ECKM,7,156
ECMAST,13,637
ECMDA-FA,28,2369
ECML,39,7322
EWSL,24,3101
ECML Workshop on Learning Contex-Free Grammars,5,122
MCD,5,100
ECOOP,27,2162
RAM-SE,11,423
FICS,1,5
ECOOP Workshops,5,218
ECOOP Workshop,15,1121
Secure Internet Programming,19,2560
ECOOP Workshop for PhD Students in OO Systems,3,42
Object-Based Concurrent Computing,10,402
ECOOP Workshop on Object-Oriented Databases,6,94
Advances in Exception Handling Techniques,11,289
Advanced Topics in Exception Handling Techniques,8,132
ECOWS,17,976
SemWS,2,17
WEWST,8,179
ECP,28,3101
